account_id,bureau_pull_date,credit_score_current,credit_score_3m_ago,credit_score_6m_ago,active_loan_count,total_outstanding_all_lenders,missed_payments_other_lenders_6m,worst_dpd_12m,hard_enquiries_30d,hard_enquiries_60d,hard_enquiries_90d,new_accounts_opened_6m,credit_utilisation_ratio,writeoff_or_settled_flag
ACC_04041,2024-12-01,768,769,777,3,3676829,0,0,0,0,0,0,,False
ACC_04042,2024-01-01,666,641,611,4,2111738,1,12,2,2,4,1,,False
ACC_04042,2024-06-01,659,654,626,2,880614,3,44,2,2,2,2,,False
ACC_04042,2024-12-01,607,590,566,3,1982252,2,30,4,5,5,3,,False
ACC_04043,2024-01-01,763,759,759,3,10017068,0,0,0,0,0,0,,False
ACC_04043,2024-06-01,776,780,786,3,11872196,0,0,0,0,0,0,,False
ACC_04043,2024-12-01,786,787,796,2,4809937,0,0,0,0,0,0,,False
ACC_04044,2024-01-01,754,758,760,1,96859,0,0,0,0,0,0,0.27,False
ACC_04044,2024-06-01,767,776,773,1,107057,0,0,0,0,0,0,0.18,False
ACC_04044,2024-12-01,772,776,780,2,161258,0,0,0,0,0,0,0.28,False
ACC_04045,2024-01-01,791,790,797,1,18818,0,0,0,0,0,0,,False
ACC_04045,2024-06-01,801,802,811,3,94330,0,0,0,0,0,0,,False
ACC_04045,2024-12-01,803,803,807,2,65779,0,0,0,0,0,0,,False
ACC_04046,2024-01-01,777,774,771,2,212737,0,0,0,0,0,0,,False
ACC_04046,2024-06-01,793,803,803,3,324229,0,0,0,0,0,0,,False
ACC_04046,2024-12-01,795,792,792,3,404848,0,0,0,0,0,0,,False
ACC_04047,2024-01-01,612,596,572,2,426672,0,13,0,2,2,0,,False
ACC_04047,2024-06-01,608,597,586,2,386161,3,76,2,2,3,2,,False
ACC_04047,2024-12-01,556,540,526,3,598521,1,76,1,2,3,3,,False
ACC_04048,2024-01-01,615,609,596,2,3760051,1,0,0,1,3,1,,False
ACC_04048,2024-06-01,581,574,551,4,10295951,1,69,3,3,4,2,,False
ACC_04048,2024-12-01,550,539,519,3,5995726,1,37,1,3,3,3,,False
ACC_04049,2024-01-01,650,643,613,5,621554,0,29,2,2,2,0,,False
ACC_04049,2024-06-01,643,623,594,5,560095,2,39,1,3,4,3,,False
ACC_04049,2024-12-01,590,565,549,2,209040,1,49,2,3,4,1,,False
ACC_04050,2024-01-01,653,639,631,5,842116,1,6,1,2,2,0,,False
ACC_04050,2024-06-01,643,625,602,3,475268,0,14,0,0,1,0,,False
ACC_04050,2024-12-01,588,580,558,2,459895,1,88,3,4,5,3,,False
ACC_04051,2024-01-01,735,740,739,1,7435252,0,0,0,0,0,0,,False
ACC_04051,2024-06-01,748,747,748,3,26232851,0,0,0,0,0,0,,False
ACC_04051,2024-12-01,754,756,758,3,39176720,0,0,0,0,0,0,,False
ACC_04052,2024-01-01,613,602,573,5,2040481,1,2,1,1,1,1,,False
ACC_04052,2024-06-01,583,565,539,4,2049721,1,30,3,5,6,1,,False
ACC_04052,2024-12-01,547,540,527,4,2513507,3,47,1,3,3,2,,False
ACC_04053,2024-01-01,683,682,689,1,1692177,0,0,0,0,0,0,,False
ACC_04053,2024-06-01,691,688,692,2,2670823,0,0,0,0,0,0,,False
ACC_04053,2024-12-01,628,605,582,2,3236979,1,54,1,3,4,1,,False
ACC_04054,2024-01-01,621,616,601,4,310777,0,6,2,3,5,1,,False
ACC_04054,2024-06-01,618,612,588,4,337011,1,5,0,2,4,0,,False
ACC_04054,2024-12-01,561,541,516,3,211859,3,39,3,3,5,2,,False
ACC_04055,2024-01-01,727,731,732,1,329591,0,0,0,0,0,0,,False
ACC_04055,2024-06-01,734,738,746,1,263845,0,0,0,0,0,0,,False
ACC_04055,2024-12-01,702,694,683,3,890019,3,52,2,4,5,1,,False
ACC_04056,2024-01-01,751,756,762,1,119767,0,0,0,0,0,0,,False
ACC_04056,2024-06-01,760,765,769,2,272794,0,0,0,0,0,0,,False
ACC_04056,2024-12-01,774,780,789,1,119042,0,0,0,0,0,0,,False
ACC_04057,2024-01-01,747,747,747,3,649152,0,0,0,0,0,0,,False
ACC_04057,2024-06-01,749,749,747,3,695391,0,0,0,0,0,0,,False
ACC_04057,2024-12-01,756,754,758,2,435536,0,0,0,0,0,0,,False
ACC_04058,2024-01-01,798,807,816,2,5199795,0,0,0,0,0,0,,False
ACC_04058,2024-06-01,799,796,796,1,4397338,0,0,0,0,0,0,,False
ACC_04058,2024-12-01,804,813,814,2,5092272,0,0,0,0,0,0,,False
ACC_04059,2024-01-01,689,696,698,1,94706,0,0,0,0,0,0,,False
ACC_04059,2024-06-01,695,700,703,1,88105,0,0,0,0,0,0,,False
ACC_04059,2024-12-01,623,600,588,5,416134,3,57,2,3,3,1,,False
ACC_04060,2024-01-01,706,705,708,1,832120,0,0,0,0,0,0,,False
ACC_04060,2024-06-01,725,720,723,1,666630,0,0,0,0,0,0,,False
ACC_04060,2024-12-01,654,634,620,4,2962913,1,88,3,4,5,2,,True
ACC_04061,2024-01-01,709,708,709,3,1124894,0,0,0,0,0,0,,False
ACC_04061,2024-06-01,713,710,709,2,657962,0,0,0,0,0,0,,False
ACC_04061,2024-12-01,688,682,668,2,812265,1,41,4,5,5,3,,False
ACC_04062,2024-01-01,782,785,782,1,58013,0,0,0,0,0,0,,False
ACC_04062,2024-06-01,792,789,796,1,64143,0,0,0,0,0,0,,False
ACC_04062,2024-12-01,794,803,802,2,99225,0,0,0,0,0,0,,False
ACC_04063,2024-01-01,647,622,605,3,369652,1,9,2,2,2,0,0.33,False
ACC_04063,2024-06-01,639,634,623,2,219476,0,9,2,4,5,0,0.2,False
ACC_04063,2024-12-01,593,580,564,2,201256,3,30,2,4,4,3,0.2,True
ACC_04064,2024-01-01,771,770,775,1,83792,0,0,0,0,0,0,,False
ACC_04064,2024-06-01,780,786,791,1,62371,0,0,0,0,0,0,,False
ACC_04064,2024-12-01,782,778,778,3,258854,0,0,0,0,0,0,,False
ACC_04065,2024-01-01,684,682,691,2,3124644,0,0,0,0,0,0,,False
ACC_04065,2024-06-01,695,694,693,2,3332820,0,0,0,0,0,0,,False
ACC_04065,2024-12-01,662,647,641,5,5252687,1,57,2,2,3,2,,False
ACC_04066,2024-01-01,792,798,808,2,935702,0,0,0,0,0,0,,False
ACC_04066,2024-06-01,800,810,805,3,957365,0,0,0,0,0,0,,False
ACC_04066,2024-12-01,813,814,813,1,450657,0,0,0,0,0,0,,False
ACC_04067,2024-01-01,721,726,725,2,70427,0,0,0,0,0,0,,False
ACC_04067,2024-06-01,724,721,727,2,82872,0,0,0,0,0,0,,False
ACC_04067,2024-12-01,689,679,656,5,216208,2,82,4,4,4,2,,False
ACC_04068,2024-01-01,785,785,784,3,1729656,0,0,0,0,0,0,,False
ACC_04068,2024-06-01,793,797,806,3,2179761,0,0,0,0,0,0,,False
ACC_04068,2024-12-01,797,795,790,1,1002139,0,0,0,0,0,0,,False
ACC_04069,2024-01-01,714,723,721,2,113378,0,0,0,0,0,0,,False
ACC_04069,2024-06-01,718,716,714,1,39362,0,0,0,0,0,0,,False
ACC_04069,2024-12-01,689,683,665,3,119728,3,88,0,1,2,3,,False
ACC_04070,2024-01-01,778,785,795,2,3320444,0,0,0,0,0,0,,False
ACC_04070,2024-06-01,784,788,788,3,4188091,0,0,0,0,0,0,,False
ACC_04070,2024-12-01,794,797,800,3,3213691,0,0,0,0,0,0,,False
ACC_04071,2024-01-01,790,788,787,3,4803628,0,0,0,0,0,0,,False
ACC_04071,2024-06-01,799,807,813,1,1644153,0,0,0,0,0,0,,False
ACC_04071,2024-12-01,809,805,805,1,1236814,0,0,0,0,0,0,,False
ACC_04072,2024-01-01,709,718,715,1,323614,0,0,0,0,0,0,,False
ACC_04072,2024-06-01,706,703,709,1,298012,0,0,0,0,0,0,,False
ACC_04072,2024-12-01,655,645,632,5,2016505,1,46,3,3,5,2,,False
ACC_04073,2024-01-01,747,744,743,1,1066018,0,0,0,0,0,0,,False
ACC_04073,2024-06-01,763,761,766,2,2512479,0,0,0,0,0,0,,False
ACC_04073,2024-12-01,763,763,758,1,1383687,0,0,0,0,0,0,,False
ACC_04074,2024-01-01,709,713,713,3,6565487,0,0,0,0,0,0,,False
ACC_04074,2024-06-01,712,719,726,2,3952384,0,0,0,0,0,0,,False
ACC_04074,2024-12-01,649,631,602,3,6399059,1,52,3,5,7,1,,True
ACC_04075,2024-01-01,713,722,728,3,871172,0,0,0,0,0,0,,False
ACC_04075,2024-06-01,729,735,737,2,510824,0,0,0,0,0,0,,False
ACC_04075,2024-12-01,692,674,663,4,932310,1,71,2,2,4,2,,False
ACC_04076,2024-01-01,747,752,757,1,629916,0,0,0,0,0,0,,False
ACC_04076,2024-06-01,758,764,763,3,1655248,0,0,0,0,0,0,,False
ACC_04076,2024-12-01,762,768,776,1,689124,0,0,0,0,0,0,,False
ACC_04077,2024-01-01,637,625,599,2,2500097,1,9,2,3,4,0,,False
ACC_04077,2024-06-01,612,589,577,2,2126183,3,90,3,3,5,1,,False
ACC_04077,2024-12-01,577,563,538,3,4006687,2,57,4,4,4,3,,False
ACC_04078,2024-01-01,790,787,792,1,100332,0,0,0,0,0,0,,False
ACC_04078,2024-06-01,807,814,809,1,125856,0,0,0,0,0,0,,False
ACC_04078,2024-12-01,815,817,823,3,335521,0,0,0,0,0,0,,False
ACC_04079,2024-01-01,787,794,800,2,901340,0,0,0,0,0,0,,False
ACC_04079,2024-06-01,805,800,801,2,1447591,0,0,0,0,0,0,,False
ACC_04079,2024-12-01,803,805,805,2,1209244,0,0,0,0,0,0,,False
ACC_04080,2024-01-01,752,759,760,2,2859317,0,0,0,0,0,0,,False
ACC_04080,2024-06-01,764,770,765,2,4356144,0,0,0,0,0,0,,False
ACC_04080,2024-12-01,766,770,768,1,2120862,0,0,0,0,0,0,,False
ACC_04081,2024-01-01,720,727,731,1,119841,0,0,0,0,0,0,0.14,False
ACC_04081,2024-06-01,728,730,727,3,280420,0,0,0,0,0,0,0.25,False
ACC_04081,2024-12-01,691,684,678,2,234553,1,63,1,3,3,1,0.19,False
ACC_04082,2024-01-01,784,788,788,2,56085,0,0,0,0,0,0,,False
ACC_04082,2024-06-01,794,797,792,1,24694,0,0,0,0,0,0,,False
ACC_04082,2024-12-01,793,796,795,2,47037,0,0,0,0,0,0,,False
ACC_04083,2024-01-01,697,703,703,3,2882893,0,0,0,0,0,0,,False
ACC_04083,2024-06-01,708,707,706,2,2006078,0,0,0,0,0,0,,False
ACC_04083,2024-12-01,639,622,600,4,4586498,2,48,3,5,5,3,,False
ACC_04084,2024-01-01,630,616,608,2,144125,1,16,2,2,2,1,0.28,False
ACC_04084,2024-06-01,616,592,586,4,260641,1,70,2,2,4,1,0.37,False
ACC_04084,2024-12-01,565,552,522,3,215584,3,57,3,5,6,1,0.1,False
ACC_04085,2024-01-01,801,796,797,2,376953,0,0,0,0,0,0,,False
ACC_04085,2024-06-01,809,815,820,1,278200,0,0,0,0,0,0,,False
ACC_04085,2024-12-01,815,822,820,3,795196,0,0,0,0,0,0,,False
ACC_04086,2024-01-01,656,635,623,4,1231352,1,0,0,0,1,0,,False
ACC_04086,2024-06-01,646,622,597,3,636964,3,82,0,0,1,3,,False
ACC_04086,2024-12-01,596,574,549,3,899039,2,46,4,5,7,2,,False
ACC_04087,2024-01-01,615,603,584,5,25401929,1,22,0,0,2,1,,False
ACC_04087,2024-06-01,602,587,567,4,25569489,1,72,1,2,4,2,,False
ACC_04087,2024-12-01,559,543,535,4,22746611,2,60,2,3,3,3,,False
ACC_04088,2024-01-01,668,672,680,3,2608921,0,0,0,0,0,0,,False
ACC_04088,2024-06-01,658,660,663,2,2194817,0,0,0,0,0,0,,False
ACC_04088,2024-12-01,613,591,582,5,4697042,2,45,3,5,6,3,,False
ACC_04089,2024-01-01,702,711,709,3,758494,0,0,0,0,0,0,,False
ACC_04089,2024-06-01,712,721,719,3,1028161,0,0,0,0,0,0,,False
ACC_04089,2024-12-01,671,661,656,5,1889046,1,42,1,2,3,3,,False
ACC_04090,2024-01-01,693,693,694,3,504334,0,0,0,0,0,0,,False
ACC_04090,2024-06-01,701,709,709,3,545521,0,0,0,0,0,0,,False
ACC_04090,2024-12-01,635,618,600,2,441756,3,40,3,4,4,3,,False
ACC_04091,2024-01-01,768,775,785,3,1087760,0,0,0,0,0,0,,False
ACC_04091,2024-06-01,779,787,795,3,672728,0,0,0,0,0,0,,False
ACC_04091,2024-12-01,782,784,786,2,697430,0,0,0,0,0,0,,False
ACC_04092,2024-01-01,713,722,728,2,880665,0,0,0,0,0,0,,False
ACC_04092,2024-06-01,709,714,710,1,660202,0,0,0,0,0,0,,False
ACC_04092,2024-12-01,652,645,634,4,2389731,3,58,4,4,6,3,,False
ACC_04093,2024-01-01,624,607,590,2,172275,0,13,2,4,5,1,0.17,False
ACC_04093,2024-06-01,617,603,575,5,320506,3,85,2,4,4,3,0.4,False
ACC_04093,2024-12-01,567,542,521,4,326853,1,66,3,3,3,3,0.16,False
ACC_04094,2024-01-01,679,687,695,3,327923,0,0,0,0,0,0,0.24,False
ACC_04094,2024-06-01,681,679,681,3,324997,0,0,0,0,0,0,0.29,False
ACC_04094,2024-12-01,645,621,610,3,270264,3,66,1,1,3,3,0.26,False
ACC_04095,2024-01-01,660,644,623,2,395712,1,23,2,3,3,0,,False
ACC_04095,2024-06-01,651,636,621,3,567583,3,56,0,0,1,3,,False
ACC_04095,2024-12-01,609,603,594,2,459122,2,58,2,4,5,1,,False
ACC_04096,2024-01-01,662,657,639,4,6125288,1,10,1,3,3,1,,False
ACC_04096,2024-06-01,652,644,638,2,4622590,0,18,2,2,4,0,,False
ACC_04096,2024-12-01,597,583,572,4,6621138,2,43,3,3,5,3,,False
ACC_04097,2024-01-01,798,804,808,3,20994804,0,0,0,0,0,0,,False
ACC_04097,2024-06-01,809,809,804,1,11965543,0,0,0,0,0,0,,False
ACC_04097,2024-12-01,809,819,828,1,12549556,0,0,0,0,0,0,,False
ACC_04098,2024-01-01,769,766,761,3,1687494,0,0,0,0,0,0,,False
ACC_04098,2024-06-01,779,777,781,3,1750304,0,0,0,0,0,0,,False
ACC_04098,2024-12-01,786,785,780,1,404062,0,0,0,0,0,0,,False
ACC_04099,2024-01-01,689,696,706,3,1558166,0,0,0,0,0,0,,False
ACC_04099,2024-06-01,701,710,710,2,1042480,0,0,0,0,0,0,,False
ACC_04099,2024-12-01,661,643,624,3,2020973,1,78,2,3,4,1,,False
ACC_04100,2024-01-01,667,650,626,4,2280006,0,11,0,0,0,0,,False
ACC_04100,2024-06-01,631,608,597,5,2904448,1,44,4,6,7,3,,False
ACC_04100,2024-12-01,601,595,589,5,2938920,1,42,2,4,5,3,,True
ACC_04101,2024-01-01,701,697,706,3,310474,0,0,0,0,0,0,0.35,False
ACC_04101,2024-06-01,709,706,709,1,108937,0,0,0,0,0,0,0.32,False
ACC_04101,2024-12-01,674,650,631,2,132853,1,50,2,3,5,2,0.2,False
ACC_04102,2024-01-01,716,714,714,1,365392,0,0,0,0,0,0,,False
ACC_04102,2024-06-01,726,733,737,2,552332,0,0,0,0,0,0,,False
ACC_04102,2024-12-01,685,679,670,4,1334977,1,51,3,3,5,2,,False
ACC_04103,2024-01-01,656,638,612,4,2648384,1,16,1,3,3,0,,False
ACC_04103,2024-06-01,648,625,610,5,1972702,3,84,1,3,4,1,,False
ACC_04103,2024-12-01,596,591,582,3,1919930,1,33,4,4,5,1,,False
ACC_04104,2024-01-01,727,724,719,3,286556,0,0,0,0,0,0,,False
ACC_04104,2024-06-01,733,738,738,1,153373,0,0,0,0,0,0,,False
ACC_04104,2024-12-01,662,639,629,5,607174,1,74,2,3,4,3,,False
ACC_04105,2024-01-01,624,616,609,4,3333787,1,28,0,0,0,1,,False
ACC_04105,2024-06-01,613,605,585,4,3186734,2,72,1,2,2,1,,False
ACC_04105,2024-12-01,567,543,524,4,2403097,3,32,1,1,3,3,,False
ACC_04106,2024-01-01,641,629,606,4,1477314,1,27,1,2,3,0,,False
ACC_04106,2024-06-01,636,619,609,2,688582,0,19,0,1,3,1,,False
ACC_04106,2024-12-01,576,564,558,4,1638974,2,57,2,4,5,1,,False
ACC_04107,2024-01-01,637,619,614,5,1170402,0,19,1,3,4,1,,False
ACC_04107,2024-06-01,625,604,582,4,1123017,0,0,1,1,3,0,,False
ACC_04107,2024-12-01,573,557,545,2,669389,2,40,1,1,1,1,,False
ACC_04108,2024-01-01,768,776,776,2,1032767,0,0,0,0,0,0,,False
ACC_04108,2024-06-01,777,773,768,3,1109749,0,0,0,0,0,0,,False
ACC_04108,2024-12-01,781,786,793,3,1128971,0,0,0,0,0,0,,False
ACC_04109,2024-01-01,768,763,768,3,5920036,0,0,0,0,0,0,,False
ACC_04109,2024-06-01,771,778,787,3,5908357,0,0,0,0,0,0,,False
ACC_04109,2024-12-01,777,779,779,2,4099405,0,0,0,0,0,0,,False
ACC_04110,2024-01-01,772,770,776,2,10531303,0,0,0,0,0,0,,False
ACC_04110,2024-06-01,781,777,777,3,13233076,0,0,0,0,0,0,,False
ACC_04110,2024-12-01,788,795,796,1,7096445,0,0,0,0,0,0,,False
ACC_04111,2024-01-01,708,712,718,2,1265956,0,0,0,0,0,0,,False
ACC_04111,2024-06-01,704,701,696,1,370348,0,0,0,0,0,0,,False
ACC_04111,2024-12-01,658,639,628,3,1768201,3,35,4,6,6,2,,False
ACC_04112,2024-01-01,697,700,704,2,250984,0,0,0,0,0,0,,False
ACC_04112,2024-06-01,703,703,702,2,217164,0,0,0,0,0,0,,False
ACC_04112,2024-12-01,675,669,643,5,763122,2,50,2,4,6,3,,False
ACC_04113,2024-01-01,717,717,723,1,428171,0,0,0,0,0,0,,False
ACC_04113,2024-06-01,730,736,739,1,640872,0,0,0,0,0,0,,False
ACC_04113,2024-12-01,693,671,655,5,3855472,1,78,1,2,3,1,,False
ACC_04114,2024-01-01,716,711,707,3,881736,0,0,0,0,0,0,,False
ACC_04114,2024-06-01,729,735,739,1,304235,0,0,0,0,0,0,,False
ACC_04114,2024-12-01,657,648,619,4,984228,1,61,4,5,5,1,,False
ACC_04115,2024-01-01,713,717,725,1,137165,0,0,0,0,0,0,,False
ACC_04115,2024-06-01,729,728,730,1,153558,0,0,0,0,0,0,,False
ACC_04115,2024-12-01,689,672,658,5,693419,3,87,2,4,6,3,,False
ACC_04116,2024-01-01,648,628,609,2,306569,1,5,2,2,3,1,0.31,False
ACC_04116,2024-06-01,640,626,598,5,543973,2,66,0,2,4,1,0.32,False
ACC_04116,2024-12-01,592,584,572,2,316316,2,30,1,3,5,1,0.27,False
ACC_04117,2024-01-01,773,775,778,2,3654474,0,0,0,0,0,0,,False
ACC_04117,2024-06-01,793,794,801,3,3313579,0,0,0,0,0,0,,False
ACC_04117,2024-12-01,797,795,801,1,1877013,0,0,0,0,0,0,,False
ACC_04118,2024-01-01,722,720,724,3,1772267,0,0,0,0,0,0,,False
ACC_04118,2024-06-01,734,744,745,2,901023,0,0,0,0,0,0,,False
ACC_04118,2024-12-01,668,656,635,4,1358221,3,47,3,5,6,1,,False
ACC_04119,2024-01-01,780,788,793,3,185933,0,0,0,0,0,0,0.32,False
ACC_04119,2024-06-01,787,796,800,1,74492,0,0,0,0,0,0,0.28,False
ACC_04119,2024-12-01,794,794,790,1,83308,0,0,0,0,0,0,0.14,False
ACC_04120,2024-01-01,762,759,764,1,3825008,0,0,0,0,0,0,,False
ACC_04120,2024-06-01,775,776,773,2,8255398,0,0,0,0,0,0,,False
ACC_04120,2024-12-01,776,774,775,3,6995598,0,0,0,0,0,0,,False
ACC_04121,2024-01-01,698,701,708,1,200012,0,0,0,0,0,0,,False
ACC_04121,2024-06-01,712,720,727,2,572843,0,0,0,0,0,0,,False
ACC_04121,2024-12-01,674,651,634,5,1060378,1,41,1,1,3,3,,False
ACC_04122,2024-01-01,649,636,614,2,136245,0,17,0,0,0,1,0.4,False
ACC_04122,2024-06-01,644,621,605,5,347773,2,40,2,3,5,2,0.29,False
ACC_04122,2024-12-01,597,580,574,3,261082,3,38,4,6,7,3,0.38,False
ACC_04123,2024-01-01,789,797,795,3,99173,0,0,0,0,0,0,0.19,False
ACC_04123,2024-06-01,797,804,809,3,111009,0,0,0,0,0,0,0.33,False
ACC_04123,2024-12-01,811,813,811,2,98837,0,0,0,0,0,0,0.34,False
ACC_04124,2024-01-01,784,787,791,1,221544,0,0,0,0,0,0,,False
ACC_04124,2024-06-01,791,799,805,2,412382,0,0,0,0,0,0,,False
ACC_04124,2024-12-01,795,801,807,3,611255,0,0,0,0,0,0,,False
ACC_04125,2024-01-01,678,687,691,3,10693468,0,0,0,0,0,0,,False
ACC_04125,2024-06-01,680,687,691,3,10400158,0,0,0,0,0,0,,False
ACC_04125,2024-12-01,654,634,613,2,7929739,2,87,0,0,2,2,,False
ACC_04126,2024-01-01,776,778,776,3,1341200,0,0,0,0,0,0,,False
ACC_04126,2024-06-01,788,794,796,3,1021699,0,0,0,0,0,0,,False
ACC_04126,2024-12-01,788,794,800,3,1898176,0,0,0,0,0,0,,False
ACC_04127,2024-01-01,744,742,745,1,431183,0,0,0,0,0,0,,False
ACC_04127,2024-06-01,754,753,750,3,1152288,0,0,0,0,0,0,,False
ACC_04127,2024-12-01,762,765,773,1,527023,0,0,0,0,0,0,,False
ACC_04128,2024-01-01,794,793,800,3,5728293,0,0,0,0,0,0,,False
ACC_04128,2024-06-01,804,800,810,3,7682545,0,0,0,0,0,0,,False
ACC_04128,2024-12-01,809,814,815,2,3609031,0,0,0,0,0,0,,False
ACC_04129,2024-01-01,719,719,729,2,698565,0,0,0,0,0,0,,False
ACC_04129,2024-06-01,728,738,740,2,658555,0,0,0,0,0,0,,False
ACC_04129,2024-12-01,700,688,683,5,1286787,3,45,2,3,5,3,,False
ACC_04130,2024-01-01,717,724,732,3,665774,0,0,0,0,0,0,,False
ACC_04130,2024-06-01,734,731,726,3,635930,0,0,0,0,0,0,,False
ACC_04130,2024-12-01,693,684,677,5,896494,1,33,4,6,6,1,,False
ACC_04131,2024-01-01,681,689,698,3,3231125,0,0,0,0,0,0,,False
ACC_04131,2024-06-01,671,675,674,2,2675623,0,0,0,0,0,0,,False
ACC_04131,2024-12-01,620,609,583,2,3089484,1,63,1,3,4,1,,False
ACC_04132,2024-01-01,778,787,792,2,217284,0,0,0,0,0,0,,False
ACC_04132,2024-06-01,786,785,787,1,121303,0,0,0,0,0,0,,False
ACC_04132,2024-12-01,785,787,784,2,173805,0,0,0,0,0,0,,False
ACC_04133,2024-01-01,762,761,765,1,119025,0,0,0,0,0,0,,False
ACC_04133,2024-06-01,766,774,778,1,112010,0,0,0,0,0,0,,False
ACC_04133,2024-12-01,768,770,766,1,69504,0,0,0,0,0,0,,False
ACC_04134,2024-01-01,758,767,777,2,1146398,0,0,0,0,0,0,,False
ACC_04134,2024-06-01,763,764,760,1,343109,0,0,0,0,0,0,,False
ACC_04134,2024-12-01,772,775,781,2,625406,0,0,0,0,0,0,,False
ACC_04135,2024-01-01,792,789,796,3,2291504,0,0,0,0,0,0,,False
ACC_04135,2024-06-01,801,802,805,2,1391278,0,0,0,0,0,0,,False
ACC_04135,2024-12-01,809,809,804,1,973244,0,0,0,0,0,0,,False
ACC_04136,2024-01-01,684,688,696,1,237658,0,0,0,0,0,0,,False
ACC_04136,2024-06-01,679,683,678,2,342988,0,0,0,0,0,0,,False
ACC_04136,2024-12-01,631,611,593,2,399815,3,62,3,3,3,1,,False
ACC_04137,2024-01-01,768,763,761,1,3614911,0,0,0,0,0,0,,False
ACC_04137,2024-06-01,781,788,791,2,7831323,0,0,0,0,0,0,,False
ACC_04137,2024-12-01,781,779,780,3,11444045,0,0,0,0,0,0,,False
ACC_04138,2024-01-01,739,745,740,1,180696,0,0,0,0,0,0,,False
ACC_04138,2024-06-01,747,754,761,2,319090,0,0,0,0,0,0,,False
ACC_04138,2024-12-01,759,757,752,2,332011,0,0,0,0,0,0,,False
ACC_04139,2024-01-01,792,788,789,3,1186418,0,0,0,0,0,0,,False
ACC_04139,2024-06-01,802,804,804,1,412769,0,0,0,0,0,0,,False
ACC_04139,2024-12-01,807,802,806,1,388367,0,0,0,0,0,0,,False
ACC_04140,2024-01-01,665,645,621,3,22635237,1,23,2,2,4,0,,False
ACC_04140,2024-06-01,649,631,617,3,16045073,2,64,2,4,4,2,,False
ACC_04140,2024-12-01,603,590,561,4,21076964,2,58,4,4,6,2,,False
ACC_04141,2024-01-01,780,784,779,1,121814,0,0,0,0,0,0,0.25,False
ACC_04141,2024-06-01,793,800,798,3,318810,0,0,0,0,0,0,0.13,False
ACC_04141,2024-12-01,793,801,802,3,291746,0,0,0,0,0,0,0.12,False
ACC_04142,2024-01-01,729,729,734,2,643396,0,0,0,0,0,0,,False
ACC_04142,2024-06-01,738,743,748,1,356850,0,0,0,0,0,0,,False
ACC_04142,2024-12-01,699,692,686,2,673133,1,64,1,1,2,1,,False
ACC_04143,2024-01-01,771,777,783,2,717221,0,0,0,0,0,0,,False
ACC_04143,2024-06-01,779,779,780,3,1168196,0,0,0,0,0,0,,False
ACC_04143,2024-12-01,779,780,775,2,685651,0,0,0,0,0,0,,False
ACC_04144,2024-01-01,691,688,689,3,4820075,0,0,0,0,0,0,,False
ACC_04144,2024-06-01,673,679,683,2,2721068,0,0,0,0,0,0,,False
ACC_04144,2024-12-01,631,608,603,3,2978031,2,44,4,5,7,1,,True
ACC_04145,2024-01-01,797,801,810,2,1654465,0,0,0,0,0,0,,False
ACC_04145,2024-06-01,800,810,817,3,2182212,0,0,0,0,0,0,,False
ACC_04145,2024-12-01,814,811,813,3,2036641,0,0,0,0,0,0,,False
ACC_04146,2024-01-01,605,584,572,5,4984911,0,20,0,1,2,1,,False
ACC_04146,2024-06-01,572,567,545,3,2413153,3,44,4,5,7,1,,False
ACC_04146,2024-12-01,546,527,510,2,1828810,3,67,4,6,8,1,,False
ACC_04147,2024-01-01,714,713,722,3,1629480,0,0,0,0,0,0,,False
ACC_04147,2024-06-01,726,721,717,3,1794525,0,0,0,0,0,0,,False
ACC_04147,2024-12-01,682,662,650,4,2848538,2,37,1,1,3,1,,False
ACC_04148,2024-01-01,758,758,757,2,291367,0,0,0,0,0,0,,False
ACC_04148,2024-06-01,771,772,773,3,373672,0,0,0,0,0,0,,False
ACC_04148,2024-12-01,776,785,785,2,248206,0,0,0,0,0,0,,False
ACC_04149,2024-01-01,653,630,611,3,2424904,1,12,0,1,3,1,,False
ACC_04149,2024-06-01,626,609,600,4,4718717,3,79,4,5,7,1,,False
ACC_04149,2024-12-01,599,577,549,3,2069553,1,78,4,5,6,3,,False
ACC_04150,2024-01-01,608,588,558,3,9968015,1,15,1,3,3,1,,False
ACC_04150,2024-06-01,582,558,550,3,9441372,3,32,2,4,5,2,,False
ACC_04150,2024-12-01,553,547,527,4,7854055,3,47,3,4,6,1,,True
ACC_04151,2024-01-01,774,783,785,2,720975,0,0,0,0,0,0,,False
ACC_04151,2024-06-01,786,786,782,3,1334416,0,0,0,0,0,0,,False
ACC_04151,2024-12-01,783,793,799,3,1303128,0,0,0,0,0,0,,False
ACC_04152,2024-01-01,749,752,762,1,65425,0,0,0,0,0,0,,False
ACC_04152,2024-06-01,760,769,772,2,206928,0,0,0,0,0,0,,False
ACC_04152,2024-12-01,769,777,772,3,182601,0,0,0,0,0,0,,False
ACC_04153,2024-01-01,690,696,706,1,303413,0,0,0,0,0,0,,False
ACC_04153,2024-06-01,701,697,700,3,690931,0,0,0,0,0,0,,False
ACC_04153,2024-12-01,626,614,601,5,1675597,1,34,4,6,8,3,,False
ACC_04154,2024-01-01,645,640,634,3,813071,0,11,1,1,1,0,,False
ACC_04154,2024-06-01,640,634,614,5,1128785,3,43,2,4,5,3,,False
